marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
peugeot,208,peugeot 208,automatique,Noir,niveau 1,citadine,1199,6,5,5,8,5,102,essence,2023,2 roues motrices,20900
fiat,tipo,fiat tipo,manuelle,Blanc,niveau 2,berline,1598,31547,5,5,6,7,131,diesel,2022,2 roues motrices,19990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,81900,5,5,5,4,75,essence,2020,2 roues motrices,12990
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 2,suv-4x4,1499,49438,5,5,6,7,131,diesel,2021,2 roues motrices,24830
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,11709,5,5,6,5,102,essence,2022,2 roues motrices,18790
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,26640,5,5,5,4,75,essence,2020,2 roues motrices,14980
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 2,suv-4x4,1499,42556,5,5,6,5,102,diesel,2020,2 roues motrices,19490
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1598,53280,7,5,6,9,165,essence,2018,2 roues motrices,24490
peugeot,308,peugeot 308,manuelle,Bleu,niveau 2,berline,1499,41530,5,5,6,7,130,diesel,2020,2 roues motrices,17990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,56082,5,5,6,5,102,essence,2020,2 roues motrices,16990
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,21216,5,5,6,7,131,essence,2019,2 roues motrices,23490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,9072,5,5,6,5,102,essence,2022,2 roues motrices,19990
peugeot,3008,peugeot 3008,manuelle,Bleu,niveau 2,suv-4x4,1499,15223,5,5,6,7,131,diesel,2022,2 roues motrices,30980
peugeot,208,peugeot 208,manuelle,Jaune,niveau 2,citadine,1499,70458,5,5,6,5,102,diesel,2020,2 roues motrices,15989
peugeot,2008,peugeot 2008,automatique,Gris,niveau 0,suv-4x4,0,4000,5,5,0,4,136,electrique,2023,2 roues motrices,34489
renault,talisman,renault talisman,automatique,Gris,niveau 1,berline,1618,77597,5,4,6,11,200,essence,2016,2 roues motrices,17490
renault,kadjar,renault kadjar,manuelle,Noir,niveau 2,suv-4x4,1598,94826,5,5,6,7,130,diesel,2018,2 roues motrices,14990
citroën,c3 aircross,citroën c3 aircross,manuelle,Bleu,niveau 2,suv-4x4,1499,65050,5,5,6,5,99,diesel,2019,2 roues motrices,14990
peugeot,308,peugeot 308,manuelle,Bleu,niveau 1,berline,1598,59794,5,5,6,16,263,essence,2018,2 roues motrices,25990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,24100,5,5,5,4,83,essence,2021,2 roues motrices,14432
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,23700,5,5,5,4,83,essence,2021,2 roues motrices,14426
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,20236,5,5,6,6,110,essence,2022,2 roues motrices,20990
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,29700
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,31400
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,34708,5,5,6,5,100,essence,2021,2 roues motrices,18789
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,35107,7,5,8,7,130,diesel,2021,2 roues motrices,33990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,10103,5,5,6,5,100,essence,2021,2 roues motrices,21990
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,40134,5,5,6,6,110,essence,2019,2 roues motrices,17066
ds,ds 3,ds ds 3,automatique,Blanc,niveau 1,citadine,1199,59705,5,5,8,7,130,essence,2020,2 roues motrices,24790
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,10749,5,5,5,4,75,essence,2022,2 roues motrices,18990
ds,ds 3,ds ds 3,automatique,Gris,niveau 1,citadine,1199,7187,5,5,8,7,130,essence,2023,2 roues motrices,32990
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,31400
peugeot,5008,peugeot 5008,manuelle,Blanc,niveau 1,suv-4x4,1199,44974,7,5,6,7,130,essence,2019,2 roues motrices,24990
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,113972,5,5,6,7,130,essence,2016,2 roues motrices,12790
peugeot,408,peugeot 408,automatique,Bleu,niveau 1,berline,1598,11500,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,49680
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,76500,5,5,6,7,130,essence,2017,2 roues motrices,16190
peugeot,308,peugeot 308,manuelle,Noir,niveau 1,berline,1199,72671,5,5,5,5,110,essence,2015,2 roues motrices,12790
fiat,500,fiat 500,manuelle,Gris,niveau 1,citadine,1242,81956,4,3,5,4,69,essence,2012,2 roues motrices,7990
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,40336,5,5,6,6,110,essence,2021,2 roues motrices,17990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,6482,5,5,5,4,83,essence,2022,2 roues motrices,18490
peugeot,2008,peugeot 2008,manuelle,Rouge,niveau 1,suv-4x4,1199,32427,5,5,6,6,130,essence,2019,2 roues motrices,20490
audi,a3,audi a3,automatique,Noir,niveau 1,berline,999,65129,5,5,7,6,116,essence,2019,2 roues motrices,20830
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,21433,5,5,6,6,130,essence,2020,2 roues motrices,19690
peugeot,2008,peugeot 2008,manuelle,Rouge,niveau 1,suv-4x4,1199,49437,5,5,6,6,130,essence,2020,2 roues motrices,22028
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,29700
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 2,suv-4x4,1499,96054,5,5,6,6,130,diesel,2018,2 roues motrices,18390
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,80416,5,5,6,6,100,essence,2020,2 roues motrices,17990
ds,ds 5,ds ds 5,manuelle,Gris,niveau 2,berline,1560,142400,5,5,6,6,120,diesel,2018,2 roues motrices,14290
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 2,suv-4x4,1499,112786,5,5,6,7,130,diesel,2018,2 roues motrices,18470
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,32100,5,5,5,4,83,essence,2020,2 roues motrices,13980
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,13095,5,5,5,4,83,essence,2022,2 roues motrices,15790
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,31400
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 2,suv-4x4,1499,41344,5,5,6,5,100,diesel,2020,2 roues motrices,22990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,17717,5,5,5,4,75,essence,2022,2 roues motrices,17990
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1560,92079,5,5,5,4,75,diesel,2018,2 roues motrices,10589
citroën,c3,citroën c3,manuelle,Blanc,niveau 2,citadine,1499,46334,5,5,5,5,102,diesel,2020,2 roues motrices,14089
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,28505,5,5,5,4,82,essence,2019,2 roues motrices,14489
citroën,c5 aircross,citroën c5 aircross,automatique,Bleu,niveau 2,suv-4x4,1499,37115,5,5,8,7,131,diesel,2021,2 roues motrices,31389
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 2,suv-4x4,1499,72323,5,5,6,5,102,diesel,2020,2 roues motrices,15389
peugeot,2008,peugeot 2008,automatique,Blanc,niveau 0,suv-4x4,0,10047,5,5,1,4,136,electrique,2022,2 roues motrices,25990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,6594,5,5,8,10,181,hybride rechargeable,2023,2 roues motrices,41500
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 1,suv-4x4,1598,41943,5,5,8,10,180,hybride rechargeable,2021,2 roues motrices,31490
peugeot,308,peugeot 308,automatique,Gris,niveau 2,berline,1499,22190,5,5,8,6,130,diesel,2020,2 roues motrices,19990
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,utilitaire,1499,118760,2,4,5,5,100,diesel,2021,2 roues motrices,16490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,19263,5,5,5,4,75,essence,2020,2 roues motrices,14590
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,52701,5,5,6,5,100,essence,2021,2 roues motrices,18489
citroën,c3,citroën c3,automatique,Noir,niveau 1,citadine,1199,28274,5,5,6,6,110,essence,2022,2 roues motrices,18490
citroën,c3,citroën c3,manuelle,Blanc,niveau 2,citadine,1499,11160,5,5,6,5,102,diesel,2021,2 roues motrices,16470
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,29216,5,5,1,4,136,electrique,2021,2 roues motrices,20970
opel,grandland,opel grandland,manuelle,Gris,niveau 2,suv-4x4,1499,102781,5,5,6,7,130,diesel,2019,2 roues motrices,16970
citroën,c3,citroën c3,manuelle,Blanc,niveau 2,citadine,1499,32065,5,5,6,5,102,diesel,2021,2 roues motrices,15470
opel,corsa,opel corsa,manuelle,Bleu,niveau 1,citadine,1199,24754,5,5,6,5,100,essence,2022,2 roues motrices,17490
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,53941,5,5,5,4,83,essence,2021,2 roues motrices,13870
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,51742,5,5,5,4,83,essence,2021,2 roues motrices,13870
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,29700
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,13299,5,5,6,5,100,essence,2022,2 roues motrices,20690
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,17568,5,5,5,4,82,essence,2020,2 roues motrices,14390
opel,zafira,opel zafira,manuelle,Noir,niveau 2,monospace,1598,69318,7,5,6,7,134,diesel,2019,2 roues motrices,19790
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,23741,5,5,5,4,75,essence,2022,2 roues motrices,14990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,16620,5,5,5,4,83,essence,2020,2 roues motrices,15990
citroën,c1,citroën c1,manuelle,Rouge,niveau 1,citadine,998,43698,4,5,5,4,72,essence,2020,2 roues motrices,11690
citroën,c5 aircross,citroën c5 aircross,automatique,Blanc,niveau 2,suv-4x4,1499,7814,5,5,8,7,131,diesel,2022,2 roues motrices,34990
citroën,c4,citroën c4,automatique,Gris,niveau 2,berline,1997,107024,7,5,8,9,161,diesel,2018,2 roues motrices,20790
citroën,c3 aircross,citroën c3 aircross,manuelle,Rouge,niveau 1,suv-4x4,1199,50490,5,5,6,6,110,essence,2021,2 roues motrices,18390
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,50250,5,5,1,,136,electrique,2020,2 roues motrices,21490
renault,megane,renault megane,automatique,Gris,niveau 2,break,1461,94345,5,5,6,5,110,diesel,2018,2 roues motrices,15990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,28633,5,5,6,5,100,essence,2021,2 roues motrices,19690
opel,corsa,opel corsa,manuelle,Blanc,niveau 1,citadine,1199,25235,5,5,6,5,100,essence,2020,2 roues motrices,16090
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,31400
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,28688,5,5,8,10,180,essence,2020,2 roues motrices,29470
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,60338,5,5,5,4,82,essence,2018,2 roues motrices,12190
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 2,suv-4x4,1499,31735,5,5,8,7,130,diesel,2023,2 roues motrices,27990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,55387,5,5,6,5,100,essence,2021,2 roues motrices,16390
hyundai,i30,hyundai i30,manuelle,Blanc,niveau 1,coupé-cabriolet,998,50000,5,5,6,6,120,essence,2019,2 roues motrices,19390
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,23889
citroën,c3 aircross,citroën c3 aircross,automatique,Rouge,niveau 1,suv-4x4,1199,5,5,5,6,7,131,essence,2023,2 roues motrices,25989
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 1,suv-4x4,1199,61401,5,5,6,7,130,essence,2019,2 roues motrices,21990
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,29571,5,5,5,4,75,essence,2019,2 roues motrices,13790
fiat,500,fiat 500,manuelle,Blanc,niveau 1,citadine,1242,48850,4,3,5,4,69,essence,2018,2 roues motrices,11290
ds,ds 3,ds ds 3,automatique,Bleu,niveau 1,citadine,1199,50882,5,5,8,7,130,essence,2020,2 roues motrices,23990
peugeot,308,peugeot 308,automatique,Rouge,niveau 1,berline,1199,117257,5,5,6,7,130,essence,2018,2 roues motrices,15890
citroën,c3 aircross,citroën c3 aircross,automatique,Rouge,niveau 1,suv-4x4,1199,44190,5,5,6,7,131,essence,2021,2 roues motrices,20290
peugeot,108,peugeot 108,manuelle,Noir,niveau 1,citadine,998,58905,4,5,5,4,72,essence,2019,2 roues motrices,10490
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,13923,5,5,5,4,83,essence,2021,2 roues motrices,14790
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,3609,5,5,8,7,130,essence,2022,2 roues motrices,30290
peugeot,2008,peugeot 2008,automatique,Noir,niveau 2,suv-4x4,1499,11199,5,5,8,7,130,diesel,2022,2 roues motrices,31390
renault,koleos,renault koleos,automatique,Noir,niveau 2,suv-4x4,1995,82143,5,5,6,10,175,diesel,2017,4 roues motrices,21290
renault,captur,renault captur,manuelle,Gris,niveau 2,suv-4x4,1461,74360,5,5,5,4,90,diesel,2016,2 roues motrices,12290
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,30856,5,5,8,5,100,essence,2021,2 roues motrices,21990
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,17373,5,5,6,6,110,essence,2021,2 roues motrices,19590
ds,ds 3,ds ds 3,automatique,Blanc,niveau 1,citadine,1199,57082,5,5,8,6,130,essence,2019,2 roues motrices,23690
citroën,c3,citroën c3,automatique,Blanc,niveau 1,citadine,1199,27562,5,5,6,6,110,essence,2021,2 roues motrices,17589
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,29616,5,5,5,4,75,essence,2020,2 roues motrices,15389
peugeot,308,peugeot 308,manuelle,Bleu,niveau 1,berline,1199,71075,5,5,5,5,110,essence,2016,2 roues motrices,13989
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,25821,5,5,5,4,75,essence,2020,2 roues motrices,16289
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,26841,5,5,5,4,75,essence,2020,2 roues motrices,16289
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,32294,5,5,5,4,75,essence,2021,2 roues motrices,15289
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,utilitaire,1499,27311,2,4,5,5,100,diesel,2021,2 roues motrices,20889
opel,mokka,opel mokka,manuelle,Blanc,niveau 2,suv-4x4,1598,84235,5,5,6,7,136,diesel,2019,2 roues motrices,14889
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,38859,5,5,5,4,82,essence,2017,2 roues motrices,12489
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 1,suv-4x4,1199,93571,5,5,6,7,130,essence,2019,2 roues motrices,20489
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1199,43836,5,5,8,6,130,essence,2019,2 roues motrices,26490
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 1,suv-4x4,1199,55960,5,5,8,6,130,essence,2019,2 roues motrices,23790
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,45304,5,5,6,5,100,essence,2021,2 roues motrices,18889
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,57270,5,5,6,5,100,essence,2020,2 roues motrices,16789
peugeot,208,peugeot 208,manuelle,Noir,niveau 2,citadine,1499,72904,5,5,6,5,100,diesel,2022,2 roues motrices,15850
citroën,c3,citroën c3,manuelle,Blanc,niveau 2,utilitaire,1560,62200,2,5,5,5,100,diesel,2019,2 roues motrices,9970
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,34630,5,5,6,5,100,essence,2020,2 roues motrices,17400
mini,one,mini one,manuelle,Noir,niveau 1,citadine,1499,43952,4,3,6,5,102,essence,2019,2 roues motrices,17790
ds,ds 3,ds ds 3,automatique,Gris,niveau 2,citadine,1498,75617,5,5,8,7,131,diesel,2020,2 roues motrices,22990
hyundai,i20,hyundai i20,manuelle,Rouge,niveau 1,citadine,998,31471,5,5,5,5,100,essence,2019,2 roues motrices,13980
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,28743,5,5,6,5,110,essence,2019,2 roues motrices,17990
peugeot,partner,peugeot partner,manuelle,Blanc,niveau 2,utilitaire,1499,60859,2,3,5,5,99,diesel,2020,2 roues motrices,16975
renault,clio,renault clio,manuelle,Gris,niveau 1,citadine,999,8239,5,5,6,5,91,essence,2021,2 roues motrices,17485
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,76759,5,5,5,4,82,essence,2019,2 roues motrices,10990
peugeot,2008,peugeot 2008,automatique,Noir,niveau 1,suv-4x4,1199,41882,5,5,6,6,110,essence,2018,2 roues motrices,17990
peugeot,2008,peugeot 2008,manuelle,Rouge,niveau 2,suv-4x4,1499,44735,5,5,6,5,102,diesel,2020,2 roues motrices,23490
peugeot,5008,peugeot 5008,automatique,Rouge,niveau 1,suv-4x4,1598,61176,7,5,8,10,177,essence,2020,2 roues motrices,28990
peugeot,508,peugeot 508,automatique,Gris,niveau 2,berline,1499,89200,5,4,8,6,131,diesel,2019,2 roues motrices,19990
peugeot,5008,peugeot 5008,manuelle,Gris,niveau 1,suv-4x4,1199,29154,7,5,6,7,131,essence,2019,2 roues motrices,25490
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 2,suv-4x4,1499,49108,5,5,8,6,131,diesel,2019,,21990
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,35000,5,5,5,4,82,essence,2018,2 roues motrices,13990
opel,mokka,opel mokka,manuelle,Gris,niveau 2,suv-4x4,1686,87476,5,5,6,7,130,diesel,2014,4 roues motrices,11900
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,6200,5,5,8,7,131,essence,2022,2 roues motrices,32480
renault,megane,renault megane,manuelle,Gris,niveau 2,berline,1461,78654,5,5,6,6,115,diesel,2021,2 roues motrices,16990
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,6074,7,5,8,7,131,essence,2023,2 roues motrices,34980
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,10,5,5,6,5,102,essence,2023,2 roues motrices,24990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,10,5,5,6,5,102,essence,2023,2 roues motrices,24990
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,19962,5,5,5,4,83,essence,2022,2 roues motrices,16450
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,14196,5,5,5,4,83,essence,2022,2 roues motrices,18380
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,28700
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,28700
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,22400
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,5,5,5,8,7,130,essence,2023,2 roues motrices,28700
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
citroën,jumpy,citroën jumpy,manuelle,Blanc,niveau 2,utilitaire,1997,75067,3,4,6,7,120,diesel,2019,2 roues motrices,21550
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,24700
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,21550
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,24700
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,24700
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,22850
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
ds,ds 3,ds ds 3,automatique,Blanc,niveau 1,citadine,1199,2,5,5,8,7,130,essence,2023,2 roues motrices,37954
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,122986,5,5,6,5,100,diesel,2019,2 roues motrices,11200
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,5,5,5,6,5,100,essence,2023,2 roues motrices,23300
citroën,c4,citroën c4,automatique,Gris,niveau 2,berline,1499,99660,5,5,8,7,130,diesel,2020,2 roues motrices,17800
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29950
citroën,c5 x,citroën c5 x,automatique,Bleu,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29950
citroën,c5 x,citroën c5 x,automatique,Blanc,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29573
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29450
citroën,c5 x,citroën c5 x,automatique,Blanc,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29950
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29450
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,29925
citroën,c5 x,citroën c5 x,automatique,Bleu,niveau 1,berline,1598,5,5,5,8,10,181,hybride rechargeable,2023,2 roues motrices,41650
citroën,c4,citroën c4,manuelle,Noir,niveau 1,berline,1199,3,5,5,6,7,131,essence,2023,2 roues motrices,28746
citroën,c4,citroën c4,manuelle,Noir,niveau 1,berline,1199,4,5,5,6,7,131,essence,2023,2 roues motrices,29300
